"","x"
"750",59.3146258811382
"751",49.6359258905928
"752",51.4630370622731
"753",50.2485610220275
"754",56.0018642037125
"755",50.1276909370871
"756",47.8949893845933
"757",60.0640409834775
"758",57.0179204628365
"759",56.451370803675
"760",52.0080351492683
"761",53.9661563062488
"762",55.8590317686294
"763",50.1562837741074
"764",53.6272160208719
"765",54.5272249635053
"766",59.0783213834181
"767",55.9263981516208
"768",57.8466990970476
"769",54.4216409206421
"770",50.6624919504583
"771",52.9809690841143
"772",49.0057060822126
"773",56.7865552851608
"774",58.2504805041473
"775",53.811837667119
"776",51.0572929917064
"777",57.261450753711
"778",54.4179810796821
"779",52.8411837069786
"780",57.3707562695401
"781",51.7204630279272
"782",57.4468773096871
"783",51.4725712231897
"784",55.1742400211783
"785",56.6741317269559
"786",49.994223862337
"787",55.1943704335048
"788",53.6652395911535
"789",56.0272317499269
"790",51.6342061938623
"791",53.7390409978275
"792",58.1468520232674
"793",54.5054704914241
"794",56.4695728448254
"795",53.3373162071507
"796",50.9118250358559
"797",53.9672229274586
"798",50.3250265336777
"799",46.2116658346501
"800",57.5073677759745
"801",50.7392735490677
"802",48.5217509620608
"803",56.9858454218777
"804",53.9644146557078
"805",52.2011148157452
"806",53.4661560401937
"807",52.7220559745931
"808",56.9899763293652
"809",56.1829821255046
"810",48.8201082124095
"811",55.0601954869253
"812",56.1804409976987
"813",56.0047829279301
"814",46.7270480721474
"815",53.2939277249542
"816",59.9388999627539
"817",56.3903836159186
"818",48.8721714580624
"819",49.0089938643497
"820",55.4733286569466
"821",53.4778335432831
"822",56.8838716916325
"823",54.8814799850319
"824",54.2429980905275
"825",54.5509855283978
"826",54.498765106174
"827",50.1912028013572
"828",61.0484799618584
"829",49.763983777724
"830",53.9491155216533
"831",52.367041942135
"832",59.4003370000662
"833",57.0343205285377
"834",52.3088503322801
"835",54.6162623861251
"836",57.4963858505962
"837",60.7089685185207
"838",54.9067952285066
"839",50.8724801933069
"840",51.0493730595126
"841",60.0171557413026
"842",47.7882855484276
"843",63.1672271066456
"844",53.2159482177381
"845",52.6368202226588
"846",54.4726816663919
"847",56.8001661835958
"848",54.9084848275031
"849",48.1315493325826
"850",55.0606101284081
"851",55.3512735412273
"852",55.9786526116035
"853",50.9057378171778
"854",46.8869313559156
"855",53.0262710765264
"856",51.1671037472708
"857",51.7023300046707
"858",51.1386621998402
"859",52.8059866504364
"860",53.0663488112292
"861",56.3882781397195
"862",56.9592850316273
"863",51.6164050127477
"864",53.0735460854544
"865",55.0843342980768
"866",58.196373314514
"867",53.8317887410728
"868",48.9033795253377
"869",54.6955576354239
"870",53.6427279870883
"871",59.3174785603813
"872",55.0302664963308
"873",52.1308506529358
"874",52.6814331185144
"875",52.4841096313636
"876",54.5581054114724
"877",54.5292533927984
"878",56.7475446204743
"879",54.9605301785428
"880",52.899938108636
"881",51.1781661144608
"882",55.9041087942586
"883",53.812534553015
"884",54.5485136030754
"885",57.3109230552684
"886",59.2561068559463
"887",51.1385506195933
"888",58.9322413704609
"889",51.3997994116472
"890",54.7990565765843
"891",54.6671114845661
"892",53.169274470323
"893",58.1827591230541
"894",52.023264000666
"895",55.9815938415399
"896",53.9602328995701
"897",51.2055591038075
"898",57.6440674303991
"899",47.7349789034735
"900",52.4215425917621
"901",49.3757922992782
"902",54.5829632097038
"903",54.793267648323
"904",50.6437944938708
"905",55.9528588684412
"906",50.901299284254
"907",55.9776044982539
"908",54.7134881988831
"909",56.1458278413136
"910",51.1845508824184
"911",54.2860620290343
"912",52.611541740131
"913",49.5933535317163
"914",54.4580595165646
"915",59.3212878339515
"916",52.0557871994549
"917",53.4005475729954
"918",56.0677311989315
"919",54.1084365295098
"920",59.8306089367586
"921",56.2116412013696
"922",60.9640017990661
"923",55.0467280388819
"924",50.5982500161723
"925",55.264005803713
"926",51.2263312295574
"927",50.978812901642
"928",53.4315770096892
"929",56.8017501005358
"930",55.031729998734
"931",56.4420608293907
"932",56.7460230068418
"933",53.4844436087332
"934",46.7933066591728
"935",56.3877205551925
"936",60.5073476080794
"937",54.1751504983791
"938",49.9352566514169
"939",52.8973477033379
"940",51.1964472625343
"941",53.8750823397852
"942",56.0283360166699
"943",56.5993084404166
"944",54.7055250744399
"945",51.1980896001707
"946",56.4397565018448
"947",58.0449556653901
"948",60.7556483277932
"949",52.5190426966022
"950",55.4222777974575
"951",57.5810749983423
"952",53.6508135854337
"953",55.5745756673054
"954",54.6432644438353
"955",53.5966513963894
"956",54.5055273086251
"957",56.89419830859
"958",55.2263367420132
"959",52.6006853544765
"960",47.2806510725347
"961",51.6148104446255
"962",53.9401346479691
"963",46.4567246341071
"964",60.6328560950921
"965",49.5337133102617
"966",50.5177443731423
"967",58.3732146748672
"968",47.43037215384
"969",56.2171880433851
"970",52.9679736943717
"971",55.3676302245351
"972",56.6343307876344
"973",51.124608231263
"974",51.8824654627542
"975",45.0091520903167
"976",51.1168430278655
"977",55.1405647617501
"978",55.5152027687461
"979",60.0811680113993
"980",54.1938810862189
"981",55.3909759452056
"982",54.2243349980806
"983",52.5394912924937
"984",56.2467324625878
"985",55.3927037426689
"986",54.3882613751804
"987",51.5536180451692
"988",53.8795486447937
"989",56.3442509330407
"990",56.0293582423879
"991",52.5520424232962
"992",51.9926595961095
"993",55.5384039657668
"994",57.1467297868605
"995",54.3631744893088
"996",53.0601213438614
"997",51.3579878099656
"998",52.7421393261834
"999",49.5517449659346
"1000",51.9080454017996
"1001",57.4048952659746
"1002",57.3357955351108
"1003",51.387667099184
"1004",54.6321947552185
"1005",54.2081869421234
"1006",49.0120534414742
"1007",56.4325199405317
"1008",48.2629626118588
"1009",50.2597397136149
"1010",56.9944633351719
"1011",52.3773817664572
"1012",53.3508726276593
"1013",49.1341881214741
"1014",49.6471081038019
"1015",55.0527291920635
"1016",53.4763592138063
"1017",52.2257145893515
"1018",49.9979182173118
"1019",50.7081044964231
"1020",60.108310828093
"1021",53.0205312198755
"1022",56.3220156360644
"1023",56.3550192020378
"1024",56.2897382410377
"1025",54.8844262786951
"1026",50.242932227482
"1027",50.971488741691
"1028",56.2541735836378
"1029",50.0749394622517
"1030",55.582620291191
"1031",52.399381279268
"1032",52.8048719577191
"1033",51.6312916485155
"1034",53.3095765911884
"1035",56.6315545249554
"1036",55.3611995326235
"1037",53.3026075568298
"1038",56.6100165740708
"1039",58.9680112024405
"1040",53.9808932132555
"1041",55.4114683593233
"1042",54.8346559471942
"1043",51.0662911769457
"1044",51.2202415735621
"1045",59.7593113878636
"1046",56.6438333633285
"1047",56.2262453157794
"1048",54.4427202121483
"1049",55.4561656949768
"1050",54.4555681186379
"1051",54.1259962622618
"1052",54.6702669358291
"1053",50.9686047419874
"1054",61.2036663059137
"1055",56.4058853708126
"1056",53.246376123133
"1057",57.6386681124877
"1058",52.1182257419854
"1059",59.1334755224276
"1060",52.8168793409317
"1061",47.0355274306443
"1062",58.0923575861987
"1063",57.3966873981863
"1064",51.6770510419239
"1065",49.7688751020192
"1066",48.4964172579101
"1067",53.1929593862087
"1068",48.498214268161
"1069",51.5565959436751
"1070",54.4907163671359
"1071",56.5665576661512
"1072",51.5401106193608
"1073",53.629191720073
"1074",54.7648447081243
"1075",59.156779014712
"1076",51.1243694174186
"1077",49.1870692147186
"1078",48.4631717348676
"1079",55.6672115558693
"1080",53.8196424259489
"1081",56.3162589131794
"1082",53.5774818385279
"1083",55.1792817765428
"1084",54.6726557224783
"1085",54.0706259555057
"1086",52.1311120207056
"1087",57.7860281418792
"1088",52.7826778716727
"1089",56.0002913143274
"1090",54.4939174635904
"1091",59.3445734243615
"1092",56.1336418929716
"1093",52.9869265324129
"1094",53.9725531431979
"1095",53.6240723747597
"1096",47.7274617090831
"1097",59.0921816844621
"1098",57.1916434634625
"1099",51.7001500913242
"1100",55.1460226775111
"1101",54.725687710821
"1102",50.6017217668427
"1103",58.4697222409597
"1104",53.2552586850931
"1105",54.5507511238304
"1106",55.2146130283192
"1107",51.0176265920717
"1108",50.7437120112982
"1109",53.8543723364108
"1110",55.7282568015366
"1111",54.2214915955338
"1112",56.1178367139067
"1113",55.0049403101741
"1114",55.6361634177739
"1115",49.7912822821762
"1116",56.0311616728316
"1117",51.6305986615713
"1118",52.6028133316977
"1119",53.6854438042956
"1120",49.056446738084
"1121",53.7013891440859
"1122",52.6804270894704
"1123",51.8444656441846
"1124",52.3362072109953
"1125",57.7364675302543
"1126",50.2232359471167
"1127",53.3538465557159
"1128",46.5841148696416
"1129",51.9774920396818
"1130",52.4961084437102
"1131",58.6269773638561
"1132",51.1139458042897
"1133",51.3834613906758
"1134",49.8071111462869
"1135",54.5394155004492
"1136",57.462275963362
"1137",50.4043991697405
"1138",52.7228267955779
"1139",58.0989258265425
"1140",51.947107816024
"1141",56.0565366251288
"1142",55.1685106284412
"1143",50.0838122285841
"1144",57.6506640333034
"1145",56.3855220548169
"1146",52.5353924717226
"1147",51.2880196361095
"1148",52.8287447457392
"1149",56.4421902454362
"1150",52.3072521594497
"1151",48.377384043692
"1152",53.5712858672367
"1153",56.315712029227
"1154",50.5226462094974
"1155",53.286253416989
"1156",50.3334200219332
"1157",54.3504186387769
"1158",53.6025011159594
"1159",53.8989456718871
"1160",52.1330207453176
"1161",51.8719096153412
"1162",56.6143362432262
"1163",54.3154140571115
"1164",53.4391941972784
"1165",44.3604344027375
"1166",50.1731438905085
"1167",56.2887189536591
"1168",52.7795545696716
"1169",50.3750466483582
"1170",52.6820320293649
"1171",52.8732577621711
"1172",52.4956728145599
"1173",55.4898377273363
"1174",58.5626428146868
"1175",56.9642754834341
"1176",57.7383676019132
"1177",53.0103980175045
"1178",56.5330341419668
"1179",51.0567727342611
"1180",53.5823357846476
"1181",60.5563137194205
"1182",53.9615159703642
"1183",53.0840732220879
"1184",52.2473596180431
"1185",56.313805505618
"1186",60.3185680852854
"1187",55.2364711105411
"1188",53.2162053657181
"1189",60.2213509380111
"1190",51.6635093296772
"1191",57.3945975398427
"1192",52.735964615749
"1193",50.9347578899408
"1194",57.6549161362403
"1195",48.6007179753138
"1196",53.0752501849478
"1197",54.0465457300462
"1198",52.6730468439992
"1199",49.0859768013564
"1200",52.0757965314514
"1201",49.328892766648
"1202",59.7694909588886
"1203",48.4295111148004
"1204",47.6816446932149
"1205",56.092945580833
"1206",56.722333223185
"1207",53.4120354033479
"1208",53.3795385361332
"1209",56.1751295114253
"1210",58.1961568662954
"1211",49.2283345517183
"1212",57.9134912299192
"1213",54.5880352010929
"1214",52.9819696635429
"1215",57.7954324204313
"1216",56.8193210552203
"1217",57.8338574578087
"1218",53.1265195690956
"1219",56.3285173490447
"1220",54.8871768996336
"1221",52.4484013356557
"1222",59.271699073019
"1223",54.4851804565654
"1224",53.8359468724856
"1225",55.5869148020065
"1226",55.1692035637668
"1227",51.8826857554694
"1228",53.8404645747227
"1229",61.8193334663569
"1230",53.7822206856502
"1231",53.111184325709
"1232",56.202991008186
"1233",55.2044422393098
"1234",52.3850967718808
"1235",50.7518315672488
"1236",56.5434042225124
"1237",54.3565350450204
"1238",55.4467416683285
"1239",53.1260255858276
"1240",49.0436691855682
"1241",54.2072837948277
"1242",61.1717300998856
"1243",49.6146849410969
"1244",51.0455811217568
"1245",49.9918387664911
"1246",52.9046051648008
"1247",58.144362743939
"1248",53.5400482327375
"1249",53.2332850972803
"1250",50.1341186892088
"1251",54.1957992510021
"1252",57.1059792642627
"1253",60.7806473755807
"1254",57.9440888259461
"1255",51.3899299629388
"1256",52.4906098938447
"1257",55.8223666657676
"1258",53.9698757512363
"1259",54.8259908988563
"1260",50.063103649886
